0.00E+00	-0.00139	-0.011089
5.00E-05	-0.001423	-0.007174
1.00E-04	-0.001356	-0.001768
0.00015	-0.001363	-0.00143
0.0002	-0.001348	-0.000999
0.00025	-0.00125	-0.001245
0.0003	-0.001814	-0.001041
0.00035	-0.004664	-0.001171
0.0004	-0.005447	-0.001027
0.00045	-0.005577	-0.001073
0.0005	-0.005588	-0.00106
0.00055	-0.00567	-0.001123
0.0006	-0.005599	-0.001071
0.00065	-0.005628	-0.001093
0.0007	-0.005604	-0.001216
0.00075	-0.005665	-0.001982
0.0008	-0.005591	-0.002147
0.00085	-0.005625	-0.002202
0.0009	-0.005603	-0.002177
0.00095	-0.005643	-0.002172
0.001	-0.005181	-0.002162
0.00105	-0.004645	-0.002177
0.0011	-0.004617	-0.002196
0.00115	-0.004545	-0.00227
0.0012	-0.004606	-0.002162
0.00125	-0.004617	-0.002198
0.0013	-0.004569	-0.002151
0.00135	-0.00459	-0.002051
0.0014	-0.004619	-0.000557
0.00145	-0.004624	-0.000127
0.0015	-0.004576	-5.35E-05
0.00155	-0.004547	-9.46E-05
0.0016	-0.004608	1.23E-05
0.00165	-0.004562	-0.000169
0.0017	-0.00454	2.60E-05
0.00175	-0.004602	-0.000256
0.0018	-0.004621	9.19E-05
0.00185	-0.004565	-0.000384
0.0019	-0.004565	0.000236
0.00195	-0.004568	-0.000565
0.002	-0.004619	0.000942
0.00205	-0.004587	-0.007606
0.0021	-0.00463	-0.02119
0.00215	-0.004564	-0.022339
0.0022	-0.004645	-0.023353
0.00225	-0.004612	-0.022915
0.0023	-0.004673	-0.023374
0.00235	-0.005395	-0.023037
0.0024	-0.005464	-0.023274
0.00245	-0.005565	-0.023008
0.0025	-0.005611	-0.023263
0.00255	-0.005589	-0.023015
0.0026	-0.005556	-0.023338
0.00265	-0.005563	-0.022894
0.0027	-0.005612	-0.024382
0.00275	-0.005612	-0.02694
0.0028	-0.005617	-0.027178
0.00285	-0.005633	-0.027328
0.0029	-0.005599	-0.027252
0.00295	-0.005541	-0.027287
0.003	-0.006194	-0.027197
0.00305	-0.006601	-0.027347
0.0031	-0.006594	-0.02723
0.00315	-0.006645	-0.02731
0.0032	-0.006646	-0.027188
0.00325	-0.006609	-0.02728
0.0033	-0.006676	-0.027204
0.00335	-0.00668	-0.02682
0.0034	-0.006685	-0.015515
0.00345	-0.00663	-0.010004
0.0035	-0.00669	-0.009768
0.00355	-0.00653	-0.009306
0.0036	-0.006702	-0.009563
0.00365	-0.005791	-0.009433
0.0037	-0.004699	-0.009489
0.00375	-0.004656	-0.00947
0.0038	-0.004554	-0.009473
0.00385	-0.004556	-0.009492
0.0039	-0.004524	-0.009444
0.00395	-0.00452	-0.009537
0.004	-0.004546	-0.009344
0.00405	-0.004575	-0.014469
0.0041	-0.004536	-0.018535
0.00415	-0.004606	-0.018547
0.0042	-0.004531	-0.019017
0.00425	-0.004566	-0.018642
0.0043	-0.004181	-0.018987
0.00435	-0.003481	-0.01865
0.0044	-0.003404	-0.019005
0.00445	-0.003412	-0.018681
0.0045	-0.003396	-0.01916
0.00455	-0.003361	-0.018473
0.0046	-0.00337	-0.019278
0.00465	-0.003386	-0.017955
0.0047	-0.003356	-0.024568
0.00475	-0.003361	-0.035931
0.0048	-0.003397	-0.037079
0.00485	-0.003361	-0.037803
0.0049	-0.003366	-0.037561
0.00495	-0.003352	-0.037814
0.005	-0.003335	-0.037655
0.00505	-0.00333	-0.037805
0.0051	-0.003308	-0.037712
0.00515	-0.003327	-0.037811
0.0052	-0.003378	-0.037796
0.00525	-0.003356	-0.037693
0.0053	-0.003338	-0.037885
0.00535	-0.003392	-0.036262
0.0054	-0.003435	-0.031377
0.00545	-0.003379	-0.030577
0.0055	-0.003374	-0.030226
0.00555	-0.003344	-0.030404
0.0056	-0.003404	-0.030181
0.00565	-0.002754	-0.03036
0.0057	-0.00242	-0.030222
0.00575	-0.002406	-0.030401
0.0058	-0.002336	-0.030122
0.00585	-0.002361	-0.030398
0.0059	-0.002384	-0.030098
0.00595	-0.002324	-0.03054
0.006	-0.002362	-0.030046
0.00605	-0.00228	-0.040292
0.0061	-0.002384	-0.047472
0.00615	-0.002333	-0.04751
0.0062	-0.00242	-0.048172
0.00625	-0.002263	-0.047878
0.0063	-0.003303	-0.048227
0.00635	-0.004427	-0.047904
0.0064	-0.004465	-0.048102
0.00645	-0.004512	-0.047867
0.0065	-0.004466	-0.048128
0.00655	-0.004516	-0.047864
0.0066	-0.004535	-0.04808
0.00665	-0.004499	-0.047797
0.0067	-0.004491	-0.050617
0.00675	-0.004543	-0.052983
0.0068	-0.004588	-0.053109
0.00685	-0.004457	-0.05331
0.0069	-0.004582	-0.053175
0.00695	-0.003933	-0.053239
0.007	-0.001752	-0.05318
0.00705	-0.001298	-0.053234
0.0071	-0.001204	-0.053083
0.00715	-0.001315	-0.053228
0.0072	-0.001195	-0.053069
0.00725	-0.001267	-0.05333
0.0073	-0.001272	-0.052895
0.00735	-0.001267	-0.055359
0.0074	-0.001275	-0.058972
0.00745	-0.001291	-0.059252
0.0075	-0.001261	-0.0595
0.00755	-0.001278	-0.059367
0.0076	-0.001254	-0.059547
0.00765	-0.001241	-0.0594
0.0077	-0.001234	-0.059484
0.00775	-0.001246	-0.059429
0.0078	-0.001234	-0.059397
0.00785	-0.001256	-0.059349
0.0079	-0.001287	-0.059445
0.00795	-0.001261	-0.059296
0.008	-0.00132	-0.059198
0.00805	-0.001238	-0.053293
0.0081	-0.001254	-0.050137
0.00815	-0.001211	-0.050087
0.0082	-0.001305	-0.049808
0.00825	-0.001231	-0.04988
0.0083	-0.002192	-0.049852
0.00835	-0.003239	-0.049902
0.0084	-0.003249	-0.04979
0.00845	-0.003324	-0.049839
0.0085	-0.003274	-0.049812
0.00855	-0.003448	-0.049768
0.0086	-0.003333	-0.049764
0.00865	-0.003261	-0.049845
0.0087	-0.003346	-0.052918
0.00875	-0.003334	-0.054835
0.0088	-0.00329	-0.054717
0.00885	-0.003308	-0.055013
0.0089	-0.0033	-0.054905
0.00895	-0.003348	-0.055028
0.009	-0.003379	-0.054861
0.00905	-0.003356	-0.055027
0.0091	-0.003308	-0.054892
0.00915	-0.003312	-0.055106
0.0092	-0.003353	-0.05481
0.00925	-0.003344	-0.055204
0.0093	-0.003341	-0.054502
0.00935	-0.003305	-0.057547
0.0094	-0.003341	-0.062579
0.00945	-0.003318	-0.063034
0.0095	-0.00339	-0.063351
0.00955	-0.003323	-0.063217
0.0096	-0.003216	-0.063324
0.00965	-0.000685	-0.063206
0.0097	0.000546	-0.063302
0.00975	0.000609	-0.063244
0.0098	0.000694	-0.063267
0.00985	0.00064	-0.063237
0.0099	0.000684	-0.063197
0.00995	0.000613	-0.063296
0.01	0.000665	-0.062535
0.01005	0.000642	-0.058261
0.0101	0.000637	-0.057079
0.01015	0.000679	-0.056864
0.0102	0.000677	-0.056861
0.01025	0.000687	-0.056816
0.0103	-0.000424	-0.056927
0.01035	-0.001163	-0.056852
0.0104	-0.0012	-0.056908
0.01045	-0.001258	-0.05681
0.0105	-0.001223	-0.056926
0.01055	-0.001256	-0.056799
0.0106	-0.001254	-0.056887
0.01065	-0.001256	-0.057293
0.0107	-0.001287	-0.070544
0.01075	-0.001261	-0.077273
0.0108	-0.001169	-0.077406
0.01085	-0.00128	-0.077935
0.0109	-0.001156	-0.077719
0.01095	-0.001582	-0.077943
0.011	-0.002257	-0.077732
0.01105	-0.0023	-0.077809
0.0111	-0.002309	-0.077776
0.01115	-0.002251	-0.077829
0.0112	-0.00235	-0.077837
0.01125	-0.002329	-0.077726
0.0113	-0.002342	-0.077948
0.01135	-0.002317	-0.075216
0.0114	-0.0023	-0.072675
0.01145	-0.002372	-0.072725
0.0115	-0.002294	-0.072326
0.01155	-0.002377	-0.072522
0.0116	-0.002054	-0.072308
0.01165	-0.000713	-0.072592
0.0117	-0.000311	-0.072348
0.01175	-0.000254	-0.072531
0.0118	-0.000229	-0.072248
0.01185	-0.000267	-0.072528
0.0119	-0.000196	-0.072108
0.01195	-0.000262	-0.072871
0.012	-0.000256	-0.069482
0.01205	-0.000219	-0.062114
0.0121	-0.00014	-0.061147
0.01215	-0.000214	-0.060701
0.0122	-0.00014	-0.060745
0.01225	-0.00024	-0.06066
0.0123	0.001405	-0.060715
0.01235	0.002714	-0.060671
0.0124	0.002684	-0.060679
0.01245	0.002724	-0.060657
0.0125	0.002691	-0.06069
0.01255	0.002799	-0.060643
0.0126	0.002784	-0.060587
0.01265	0.002761	-0.060915
0.0127	0.002694	-0.062859
0.01275	0.002697	-0.063585
0.0128	0.002758	-0.063722
0.01285	0.002675	-0.063739
0.0129	0.002782	-0.063702
0.01295	0.002291	-0.063728
0.013	0.001745	-0.063684
0.01305	0.001781	-0.063688
0.0131	0.001626	-0.063607
0.01315	0.001714	-0.063764
0.0132	0.001663	-0.063507
0.01325	0.001716	-0.063761
0.0133	0.001664	-0.06374
0.01335	0.00174	-0.072627
0.0134	0.00162	-0.0779
0.01345	0.001722	-0.07808
0.0135	0.001626	-0.078416
0.01355	0.001837	-0.078239
0.0136	0.000781	-0.078397
0.01365	-0.001756	-0.078283
0.0137	-0.002188	-0.078275
0.01375	-0.00235	-0.078253
0.0138	-0.002359	-0.07817
0.01385	-0.002362	-0.078298
0.0139	-0.002296	-0.078039
0.01395	-0.002329	-0.078578
0.014	-0.002309	-0.075368
0.01405	-0.002278	-0.068735
0.0141	-0.002344	-0.068096
0.01415	-0.002383	-0.067572
0.0142	-0.002355	-0.06788
0.01425	-0.002132	-0.067516
0.0143	0.000398	-0.067848
0.01435	0.001633	-0.067487
0.0144	0.001685	-0.067768
0.01445	0.001682	-0.067339
0.0145	0.001696	-0.067871
0.01455	0.001682	-0.067161
0.0146	0.001697	-0.068453
0.01465	0.001604	-0.062591
0.0147	0.001719	-0.04691
0.01475	0.001682	-0.044157
0.0148	0.001718	-0.043319
0.01485	0.001655	-0.043456
0.0149	0.001749	-0.043277
0.01495	0.000141	-0.043417
0.015	-0.001097	-0.043248
0.01505	-0.001167	-0.043365
0.0151	-0.001242	-0.043273
0.01515	-0.001232	-0.04337
0.0152	-0.001268	-0.04329
0.01525	-0.001223	-0.043295
0.0153	-0.001296	-0.043545
0.01535	-0.001239	-0.048256
0.0154	-0.001252	-0.050434
0.01545	-0.0013	-0.050399
0.0155	-0.001254	-0.050711
0.01555	-0.001352	-0.050504
0.0156	-0.000942	-0.050702
0.01565	-0.000267	-0.050507
0.0157	-0.000245	-0.050622
0.01575	-0.000138	-0.050422
0.0158	-0.000229	-0.050708
0.01585	-0.000167	-0.050356
0.0159	-0.000204	-0.050781
0.01595	-0.00021	-0.04995
0.016	-0.000258	-0.053989
0.01605	-0.000191	-0.06259
0.0161	-0.000207	-0.06362
0.01615	-0.000152	-0.06419
0.0162	-0.000304	-0.063968
0.01625	0.00014	-0.064222
0.0163	0.002111	-0.06396
0.01635	0.002623	-0.064264
0.0164	0.002719	-0.063958
0.01645	0.00275	-0.064304
0.0165	0.002742	-0.063869
0.01655	0.002734	-0.064405
0.0166	0.002771	-0.063583
0.01665	0.002734	-0.066867
0.0167	0.002708	-0.074148
0.01675	0.002742	-0.075333
0.0168	0.002753	-0.075623
0.01685	0.002786	-0.075611
0.0169	0.002762	-0.075697
0.01695	0.002757	-0.075669
0.017	0.002724	-0.075573
0.01705	0.002765	-0.075786
0.0171	0.002716	-0.075486
0.01715	0.002742	-0.075766
0.0172	0.00275	-0.075276
0.01725	0.002772	-0.076187
0.0173	0.002695	-0.071931
0.01735	0.00282	-0.059532
0.0174	0.002724	-0.057134
0.01745	0.002757	-0.056613
0.0175	0.002651	-0.056618
0.01755	0.002776	-0.056475
0.0176	0.001186	-0.056527
0.01765	-6.85E-05	-0.05658
0.0177	-6.99E-05	-0.056406
0.01775	-0.000244	-0.056549
0.0178	-0.0002	-0.056333
0.01785	-0.000137	-0.05665
0.0179	-0.000188	-0.0562
0.01795	-0.000314	-0.056853
0.018	-0.000254	-0.04694
0.01805	-0.000252	-0.039272
0.0181	-0.000304	-0.039004
0.01815	-0.00023	-0.038405
0.0182	-0.000289	-0.038706
0.01825	0.000291	-0.03849
0.0183	0.001476	-0.038532
0.01835	0.00166	-0.038468
0.0184	0.001725	-0.038461
0.01845	0.001642	-0.038565
0.0185	0.001699	-0.038384
0.01855	0.001646	-0.038665
0.0186	0.001651	-0.038041
0.01865	0.001582	-0.042801
0.0187	0.001652	-0.04836
0.01875	0.001663	-0.048555
0.0188	0.001666	-0.048954
0.01885	0.001666	-0.048788
0.0189	0.001534	-0.048855
0.01895	0.000834	-0.048862
0.019	0.00069	-0.04883
0.01905	0.000665	-0.0489
0.0191	0.000661	-0.048744
0.01915	0.000644	-0.04894
0.0192	0.000687	-0.048586
0.01925	0.000639	-0.049281
0.0193	0.000648	-0.045839
0.01935	0.000605	-0.03628
0.0194	0.000673	-0.034604
0.01945	0.00057	-0.034138
0.0195	0.000695	-0.03431
0.01955	0.000542	-0.034111
0.0196	0.003056	-0.034193
0.01965	0.004789	-0.034134
0.0197	0.004838	-0.034175
0.01975	0.004901	-0.034127
0.0198	0.004886	-0.034137
0.01985	0.004864	-0.034138
0.0199	0.004928	-0.03402
0.01995	0.004912	-0.034034
0.02	0.004913	-0.029018
0.02005	0.004875	-0.025866
0.0201	0.005011	-0.025779
0.02015	0.00483	-0.025574
0.0202	0.005116	-0.025665
0.02025	0.002842	-0.025555
0.0203	7.27E-05	-0.025651
0.02035	-6.31E-05	-0.025639
0.0204	-0.000325	-0.025624
0.02045	-0.000181	-0.025639
0.0205	-0.000284	-0.025596
0.02055	-0.000234	-0.025651
0.0206	-0.000252	-0.025473
0.02065	-0.000188	-0.026771
0.0207	-0.000248	-0.028641
0.02075	-0.000247	-0.02869
0.0208	-0.000217	-0.028849
0.02085	-0.000207	-0.028726
0.0209	-1.78E-05	-0.028832
0.02095	0.001966	-0.028789
0.021	0.002629	-0.028918
0.02105	0.002692	-0.028682
0.0211	0.002705	-0.028826
0.02115	0.002606	-0.028715
0.0212	0.002649	-0.028925
0.02125	0.002713	-0.028489
0.0213	0.002695	-0.03036
0.02135	0.002713	-0.034282
0.0214	0.002768	-0.034829
0.02145	0.002686	-0.035065
0.0215	0.002714	-0.03504
